title,url,vendor,topic,sockets,contains
A5G Networks Delivers Multi-Tbps 5G User Plane Performance with 4th Gen AMD EPYC Processors (70609),https://docs.amd.com/v/u/en-US/amd-epyc-9004-wp-telco-a5g-networks,AMD,tuning,1P/2P,Telco white paper on A5G Networks 5G UPF on 4th Gen EPYC; Document ID 70609 (2024-02-26).
AMD EPYC 9005 Apache Cassandra Tuning Guide (58488),https://docs.amd.com/v/u/en-US/58488_amd-epyc-9005-tg-apache-cassandra,AMD,tuning,1P/2P,Apache Cassandra tuning for EPYC 9005; Document ID 58488 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Apache Kafka Tuning Guide (58490),https://docs.amd.com/v/u/en-US/58490_amd-epyc-9005-tg-kafka,AMD,tuning,1P/2P,Apache Kafka tuning for EPYC 9005; Document ID 58490 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Apache Spark Tuning Guide (58744),https://docs.amd.com/v/u/en-US/58744_amd-epyc-9005-tg-spark,AMD,tuning,1P/2P,Apache Spark tuning for EPYC 9005; Document ID 58744 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Artificial Intelligence / Machine Learning (AI/ML) Tuning Guide (58482),https://docs.amd.com/v/u/en-US/58482_amd-epyc-9005-tg-aiml,AMD,tuning,1P/2P,AI/ML tuning for EPYC 9005; Document ID 58482 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Best Practices for Cloud Infrastructure and Datacenter Design Tuning Guide (58466),https://docs.amd.com/v/u/en-US/58466-amd-epyc-9005-tg-cloud-datacenter,AMD,tuning,1P/2P,Cloud/datacenter design best practices for EPYC 9005; Document ID 58466 Rev 1.0 (2024-10-10).
AMD EPYC 9005 BIOS & Workload Tuning Guide (58467),https://docs.amd.com/v/u/en-US/58467_amd-epyc-9005-tg-bios-and-workload,AMD,tuning,1P/2P,BIOS and workload tuning for EPYC 9005; Document ID 58467 Rev 2.2 English (2026-06-03).
AMD EPYC 9005 Couchbase Tuning Guide (58486),https://docs.amd.com/v/u/en-US/58486_amd-epyc-9005-tg-couchbase,AMD,tuning,1P/2P,Couchbase tuning for EPYC 9005; Document ID 58486 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Data Plane Development Kit (DPDK) Tuning Guide (58468),https://docs.amd.com/v/u/en-US/58468_amd-epyc-9005-tg-data-plane-dpdk,AMD,tuning,1P/2P,DPDK tuning for EPYC 9005; Document ID 58468 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Finacial Servies Industry (FSI) Tuning Guide (58491),https://docs.amd.com/v/u/en-US/58491_amd-epyc-9005-tg-fsi,AMD,tuning,1P/2P,FSI tuning for EPYC 9005 (title spelling as published); Document ID 58491 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Hadoop Tuning Guide (58483),https://docs.amd.com/v/u/en-US/58483_amd-epyc-9005-tg-hadoop,AMD,tuning,1P/2P,Hadoop tuning for EPYC 9005; Document ID 58483 Rev 1.0 (2024-10-10).
AMD EPYC 9005 High Performance Computing (HPC) Tuning Guide (58479),https://docs.amd.com/v/u/en-US/58479_amd-epyc-9005-tg-hpc,AMD,tuning,1P/2P,HPC tuning for EPYC 9005; Document ID 58479 Rev 1.0 (2024-10-10).
"AMD EPYC 9005 High Performance Toolchain: Compilers, Libraries, & Profilers Tuning Guide (58480)",https://docs.amd.com/v/u/en-US/58480_amd-epyc-9005-tg-high-perf-toolchain,AMD,tuning,1P/2P,Compiler/library/profiler toolchain tuning for EPYC 9005; Document ID 58480 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Java Tuning Guide (58481),https://docs.amd.com/v/u/en-US/58481_amd-epyc-9005-tg-java,AMD,tuning,1P/2P,Java tuning for EPYC 9005; Document ID 58481 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Kubernetes Containers Tuning Guide (58478),https://docs.amd.com/v/u/en-US/58478_amd-epyc-9005-tg-containers-on-kubernetes,AMD,tuning,1P/2P,Kubernetes container tuning for EPYC 9005; Document ID 58478 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Linux Network Tuning Guide (58472),https://docs.amd.com/v/u/en-US/58472_amd-epyc-9005-tg-linux-network,AMD,tuning,1P/2P,Linux network tuning for EPYC 9005; Document ID 58472 Rev 1.1 (2024-10-24).
AMD EPYC 9005 Microsoft SQL Server Tuning Guide (58485),https://docs.amd.com/v/u/en-US/58485_amd-epyc-9005-tg-mssql-server,AMD,tuning,1P/2P,SQL Server tuning for EPYC 9005; Document ID 58485 Rev 2.0 (2025-08-10); isSecure false.
AMD EPYC 9005 Microsoft Windows Network Tuning Guide (58473),https://docs.amd.com/v/u/en-US/58473_amd-epyc-9005-tg-windows-network,AMD,tuning,1P/2P,Windows network tuning for EPYC 9005; Document ID 58473 Rev 1.1 (2024-10-17).
AMD EPYC 9005 Microsoft Windows Server Tuning Guide (58471),https://docs.amd.com/v/u/en-US/58471_amd-epyc-9005-tg-windows-server,AMD,tuning,1P/2P,Windows Server tuning for EPYC 9005; Document ID 58471 Rev 1.0 (2024-10-10).
AMD EPYC 9005 MongoDB Tuning Guide (58487),https://docs.amd.com/v/u/en-US/58487_amd-epyc-9005-tg-mongo-db,AMD,tuning,1P/2P,MongoDB tuning for EPYC 9005; Document ID 58487 Rev 1.0 (2024-10-10).
AMD EPYC 9005 NGINX Tuning Guide (58489),https://docs.amd.com/v/u/en-US/58489_amd-epyc-9005-tg-nginx,AMD,tuning,1P/2P,NGINX tuning for EPYC 9005; Document ID 58489 Rev 1.0 (2024-10-10).
AMD EPYC 9005 NVMe Tuning Guide (58465),https://docs.amd.com/v/u/en-US/58465_amd-epyc-9005-tg-nvme,AMD,tuning,1P/2P,NVMe tuning for EPYC 9005; Document ID 58465 Rev 1.0 (2024-10-10).
AMD EPYC 9005 OpenShift Containers Tuning Guide (58724),https://docs.amd.com/v/u/en-US/58724_amd-epyc-9005-tg-containers-on-openshift,AMD,tuning,1P/2P,OpenShift container tuning for EPYC 9005; Document ID 58724 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Red Hat Enterprise Linux Tuning Guide (58469),https://docs.amd.com/v/u/en-US/58469_amd-epyc-9005-tg-redhat-enterprise-linux,AMD,tuning,1P/2P,RHEL tuning for EPYC 9005; Document ID 58469 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Redis Tuning Guide (58723),https://docs.amd.com/v/u/en-US/58723-amd-epyc-9005-tg-redis,AMD,tuning,1P/2P,Redis tuning for EPYC 9005; Document ID 58723 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Relational Database Management System (RDBMS) Tuning Guide (58484),https://docs.amd.com/v/u/en-US/58484_amd-epyc-9005-tg-rdbms,AMD,tuning,1P/2P,RDBMS tuning for EPYC 9005; Document ID 58484 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Ubuntu Tuning Guide (58470),https://docs.amd.com/v/u/en-US/58470_amd-epyc-9005-tg-ubuntu,AMD,tuning,1P/2P,Ubuntu tuning for EPYC 9005; Document ID 58470 Rev 1.0 (2024-10-10).
AMD EPYC 9005 Virtual Desktop Infrastructure (VDI) Tuning Guide (58477),https://docs.amd.com/v/u/en-US/58477_amd-epyc-9005-tg-vdi,AMD,tuning,1P/2P,VDI tuning for EPYC 9005; Document ID 58477 Rev 1.0 (2024-10-10).
AMD EPYC 9005 VMware Network Tuning Guide (58476),https://docs.amd.com/v/u/en-US/58476_amd-epyc-9005-tg-vmware-network,AMD,tuning,1P/2P,VMware network tuning for EPYC 9005; Document ID 58476 Rev 1.1 (2024-10-23).
AMD EPYC 9005 VMware vSAN Tuning Guide (58475),https://docs.amd.com/v/u/en-US/58475_amd-epyc-9005-tg-vmware-vsan,AMD,tuning,1P/2P,VMware vSAN tuning for EPYC 9005; Document ID 58475 Rev 1.0 (2024-10-25).
AMD EPYC 9005 VMware vSphere Tuning Guide (58474),https://docs.amd.com/v/u/en-US/58474_amd-epyc-9005-tg-vmware-vsphere,AMD,tuning,1P/2P,VMware vSphere tuning for EPYC 9005; Document ID 58474 Rev 1.0 (2024-10-10).
AMD EPYC Low Latency Tuning for AMD EPYC CPU Powered Servers (58649),https://docs.amd.com/v/u/en-US/58649_amd-epyc-tg-low-latency,AMD,tuning,1P/2P,Public low-latency tuning guide for EPYC servers; Document ID 58649 Rev 1.0 (2024-07-23). Hub content API returned application/pdf without login.
AMD EPYC Processors Minimum Operating System Requirements (70570),https://docs.amd.com/v/u/en-US/epyc_operating_systems,AMD,tuning,1P/2P,Public minimum OS matrix for EPYC processors; Document ID 70570 Rev 1.0 (2023-09-18).
AMD openSIL blog (community),https://community.amd.com/t5/business/empowering-the-industry-with-open-system-firmware-amd-opensil/ba-p/599644,AMD,tuning,1P/2P,AMD public blog stating openSIL goals vs AGESA; no pinout.
AMDESE elves (EPYC Linux Validation Exerciser Suite),https://github.com/AMDESE/elves,AMD,tuning,1P/2P,"Public EPYC Linux feature test suite (IOMMU, RAS, virt/SNP) for Milan/Genoa/Turin."
AMDESE epyc-feature-doc (Linux EPYC feature notes),https://github.com/AMDESE/epyc-feature-doc,AMD,tuning,1P/2P,"AMD ESE Linux feature documentation tree: IOMMU modes, amd_pstate, RAS, virt, mm, sched."
Apache Cassandra Server Tuning Guide for AMD EPYC 8004 Series Processors (58308),https://docs.amd.com/v/u/en-US/58308-amd-epyc-8004-tg-apache-cassandra,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Apache Cassandra tuning for EPYC 8004; Document ID 58308 Rev 1.0 (2023-09-18)."
Apache Cassandra Server Tuning Guide for AMD EPYC 8005 Series Processors (72131),https://docs.amd.com/v/u/en-US/72131-apache-cassandra-server-tuning-guide-amd-epyc-8005,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Apache Cassandra tuning for EPYC 8005; Document ID 72131 Rev 1.0 English (2026-05-19)."
Apache Cassandra Tuning Guide for AMD EPYC 7003 Series Processors (70564),https://docs.amd.com/v/u/en-US/apache-cassandra-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,Apache Cassandra tuning for EPYC 7003; Document ID 70564 Rev 1.0 (2022-03-21).
Apache Cassandra Tuning Guide for AMD EPYC 9004 Series Processors (58009),https://docs.amd.com/v/u/en-US/58009-epyc-9004-tg-apache-cassandra,AMD,tuning,1P/2P,Apache Cassandra tuning for EPYC 9004; Document ID 58009 Rev 1.0 (2023-06-13).
Apache Kafka Performance on Amazon EC2 M7A Instances Powered by 4th Gen AMD EPYC Processors (70607),https://docs.amd.com/v/u/en-US/amd-epyc-9004-wp-kafka-on-ec2-m7a-instances,AMD,tuning,1P/2P,White paper on Kafka performance on EC2 M7A / 4th Gen EPYC; Document ID 70607 (2024-04-26).
Apache Kafka Tuning Guide for AMD EPYC 7003 Series Processors (70571),https://docs.amd.com/v/u/en-US/epyc-7003-tg-kafka,AMD,tuning,1P/2P,Apache Kafka tuning for EPYC 7003; Document ID 70571 Rev 1.0 (2022-09-21).
Apache Kafka Tuning Guide for AMD EPYC 9004 Series Processors (58006),https://docs.amd.com/v/u/en-US/58006-epyc-9004-tg-kafka,AMD,tuning,1P/2P,Apache Kafka tuning for EPYC 9004; Document ID 58006 Rev 1.0 (2023-10-31).
Artificial Intelligence Machine Learning (AI/ML) Tuning Guide for AMD EPYC 9004 Series Processors (58205),https://docs.amd.com/v/u/en-US/58205-epyc-9004-tg-aiml,AMD,tuning,1P/2P,AI/ML tuning for EPYC 9004; Document ID 58205 Rev 1.0 (2023-12-20).
Azure Virtual Desktop (AVD) for Azure Local Technical Performance Guide with AMD EPYC 9004 Series Processors (70446),https://docs.amd.com/v/u/en-US/azure-virtual-desktop-avd-for-azure-local-amd-epyc-9004-processor-performance-guide,AMD,tuning,1P/2P,AVD for Azure Local technical performance guide on EPYC 9004; Document ID 70446 (2025-04-17).
Benchmarking Apache Kafka Streaming Compression Performance (70606),https://docs.amd.com/v/u/en-US/amd-epyc-9004-wp-kafka-compression,AMD,tuning,1P/2P,White paper benchmarking Kafka streaming compression on EPYC 9004; Document ID 70606 (2024-01-11).
BIOS & Workload Tuning Guide for AMD EPYC 8004 Series Processors (58306),https://docs.amd.com/v/u/en-US/58306_amd-epyc-8004-tg-bios-and-workload,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. BIOS and workload tuning for EPYC 8004; Document ID 58306 Rev 1.0 (2023-09-18)."
BIOS & Workload Tuning Guide for AMD EPYC 8005 Series Processors (72130),https://docs.amd.com/v/u/en-US/72130-bios-workload-tuning-guide-amd-epyc-8005,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. BIOS and workload tuning for EPYC 8005; Document ID 72130 Rev 1.0 English (2026-05-19)."
BIOS and Workload Tuning Guide for AMD EPYC 9004 Series Processors (58011),https://docs.amd.com/v/u/en-US/58011-epyc-9004-tg-bios-and-workload,AMD,tuning,1P/2P,BIOS and workload tuning for EPYC 9004; Document ID 58011 Rev 1.0 (2025-05-09).
Cloud Infrastructure and Datacenter Design and Configuration (58004),https://docs.amd.com/v/u/en-US/58004-epyc-9004-tg-cloud-datacenter,AMD,tuning,1P/2P,Cloud/datacenter design and configuration for EPYC 9004; Document ID 58004 Rev 1.0 (2024-05-08).
Compiler Options Quick Reference Guide for AMD EPYC 7xx3 Series Processors (70485),https://docs.amd.com/v/u/en-US/compiler-options-quick-ref-guide-epyc-7xx3-series-processors,AMD,tuning,1P/2P,Public compiler options quick ref for EPYC 7003; Document ID 70485 (2021-12-01).
Compiler Quick Ref Guide for AMD EPYC 7001 Series Processors (70595),https://docs.amd.com/v/u/en-US/compiler-options-guide-amd-epyc-7xx1-series-processors,AMD,tuning,1P/2P,Public compiler flags quick reference for EPYC 7001; Document ID 70595 (2018-07-01).
Container Tuning Guide on Kubernetes for AMD EPYC 7003 Series Processors (70567),https://docs.amd.com/v/u/en-US/container-tuning-guide-kubernetes-amd-epyc7003-series-processors,AMD,tuning,1P/2P,Kubernetes container tuning for EPYC 7003; Document ID 70567 Rev 1.0 (2022-03-21).
Couchbase Tuning Guide for AMD EPYC 7003 Series Processors (70568),https://docs.amd.com/v/u/en-US/couchbase-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,Couchbase tuning for EPYC 7003; Document ID 70568 Rev 1.0 (2022-03-21).
Couchbase Tuning Guide for AMD EPYC 9004 Series Processors (70491),https://docs.amd.com/v/u/en-US/58019-epyc-9004-tg-couchbase,AMD,tuning,1P/2P,Couchbase tuning for EPYC 9004; hub slug 58019 maps to Document ID 70491 Rev 1.0 (2023-06-13).
Data Plane Development Kit (DPDK) Tuning Guide for AMD EPYC 7003 Series Processors (70569),https://docs.amd.com/v/u/en-US/data-plane-development-kit-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,DPDK tuning for EPYC 7003; Document ID 70569 Rev 1.0 (2022-03-21).
Data Plane Development Kit (DPDK) Tuning Guide for AMD EPYC 8004 Series Processors (58310),https://docs.amd.com/v/u/en-US/58310_amd-epyc-8004-tg-data-plane-dpdk,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. DPDK tuning for EPYC 8004; Document ID 58310 Rev 1.0 (2023-09-18)."
Data Plane Development Kit (DPDK) Tuning Guide for AMD EPYC 8005 Processors (72126),https://docs.amd.com/v/u/en-US/72126-data-plane-development-kit-dpdk-tuning-guide-amd-epyc-8005,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. DPDK tuning for EPYC 8005; Document ID 72126 Rev 1.0 English (2026-05-19)."
Data Plane Development Kit (DPDK) Tuning Guide for AMD EPYC 9004 Series Processors (58017),https://docs.amd.com/v/u/en-US/58017-amd-epyc-9004-tg-data-plane-dpdk,AMD,tuning,1P/2P,DPDK tuning for EPYC 9004; Document ID 58017 Rev 1.0 (2023-06-13).
Database Tuning on Linux OS: Reference Guide for AMD EPYC 7002 Series Processors (56783),https://docs.amd.com/v/u/en-US/2019-amd-epyc-7002-tg-linux-databse-56783_1_0,AMD,tuning,1P/2P,Linux database tuning reference for EPYC 7002; Document ID 56783 Rev 1.0 (2019-11-01).
edk2-platforms Platform/AMD/ServerBoard.md,https://github.com/tianocore/edk2-platforms/blob/master/Platform/AMD/ServerBoard.md,AMD,tuning,1P/2P,Server CRB board list and build notes for AMD EPYC EDKII sample platforms.
Financial Services Industry Tuning Guide for AMD EPYC 9004 Series Processors (58026),https://docs.amd.com/v/u/en-US/58026-epyc-9004-tg-fsi,AMD,tuning,1P/2P,FSI workload tuning for EPYC 9004; Document ID 58026 Rev 1.0 (2023-06-13).
Google Cloud Platform Instances Powered by 1st-4th Gen AMD EPYC Processors (70563),https://docs.amd.com/v/u/en-US/amd-epyc-9004-tg-gcp,AMD,tuning,1P/2P,GCP instance guide covering 1st-4th Gen EPYC; Document ID 70563 Rev 1.0 (2024-11-07).
Hadoop Tuning Guide for AMD EPYC 7001 and 7002 Processor-Based Servers (56419),https://docs.amd.com/v/u/en-US/amd-epyc-7001-7002-tg-hadoop-56419-20210823,AMD,tuning,1P/2P,Hadoop tuning for EPYC 7001 and 7002 servers; Document ID 56419 Rev 1.2 (2020-09-01).
Hadoop Tuning Guide for AMD EPYC 7003 Series Processors (70573),https://docs.amd.com/v/u/en-US/hadoop-tuning-guide-amd-epyc7003-processors,AMD,tuning,1P/2P,Hadoop tuning for EPYC 7003; Document ID 70573 Rev 1.0 (2022-03-21).
Hadoop Tuning Guide for AMD EPYC 9004 Series Processors (58013),https://docs.amd.com/v/u/en-US/58013-epyc-9004-tg-hadoop,AMD,tuning,1P/2P,Hadoop tuning for EPYC 9004; Document ID 58013 Rev 1.0 (2023-06-13).
High Performance Computing (HPC) Tuning Guide for AMD EPYC 7001 Series Processors (56420),https://docs.amd.com/v/u/en-US/2018-amd-epyc-7001-tg-hpc-56420,AMD,tuning,1P/2P,HPC tuning guide for EPYC 7001; Document ID 56420 Rev 1.0 (2018-12-01).
High Performance Computing (HPC) Tuning Guide for AMD EPYC 7002 Series Processors (56827),https://docs.amd.com/v/u/en-US/amd-epyc-7002-tg-hpc-56827,AMD,tuning,1P/2P,HPC tuning for EPYC 7002; Document ID 56827 Rev 1.0 (2020-11-01).
High Performance Computing (HPC) Tuning Guide for AMD EPYC 7003 Series Processors (70574),https://docs.amd.com/v/u/en-US/high-performance-computing-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,HPC tuning for EPYC 7003; Document ID 70574 Rev 1.0 (2022-03-21).
High Performance Computing Tuning Guide for AMD EPYC 9004 Series Processors (58002),https://docs.amd.com/v/u/en-US/58002_amd-epyc-9004-tg-hpc,AMD,tuning,1P/2P,HPC tuning for EPYC 9004; Document ID 58002 Rev 1.0 (2024-07-08).
"High Performance Toolchain: Compilers, Libraries & Profilers Tuning Guide for AMD EPYC 8004 Processors (58345)",https://docs.amd.com/v/u/en-US/58345_amd-epyc-8004-tg-high-perf-toolchain,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Compiler/library/profiler toolchain tuning for EPYC 8004; Document ID 58345 Rev 1.0 (2023-09-18)."
"High Performance Toolchain: Compilers, Libraries & Profilers Tuning Guide for AMD EPYC 8005 Series Processors (72138)",https://docs.amd.com/v/u/en-US/72138-high-performance-toolchain-compilers-libraries-profilers-tuning-guide-amd-epyc-8005,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Public hub opened: toolchain/compilers/libraries/profilers tuning guide for EPYC 8005; Document ID 72138. No khub PDF content API was returned in the hub extraction."
"High Performance Toolchain: Compilers, Libraries & Profilers Tuning Guide for AMD EPYC 9004 Processors (58020)",https://docs.amd.com/v/u/en-US/58020-epyc-9004-tg-high-perf-toolchain,AMD,tuning,1P/2P,Compiler/library/profiler toolchain tuning for EPYC 9004; Document ID 58020 Rev 1.4 (2023-09-18).
Introducing a New QuantLib Benchmark Version (70611),https://docs.amd.com/v/u/en-US/amd-epyc-9005-wp-quantlib,AMD,tuning,1P/2P,QuantLib benchmark white paper related to EPYC 9005; Document ID 70611 (2024-11-01).
Java Tuning Guide for AMD EPYC 7003 Series Processors (70575),https://docs.amd.com/v/u/en-US/java-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,Java tuning for EPYC 7003; Document ID 70575 Rev 1.0 (2022-03-21).
Java Tuning Guide for AMD EPYC 9004 Series Processors (58016),https://docs.amd.com/v/u/en-US/58016-epyc-9004-tg-java,AMD,tuning,1P/2P,Java tuning for EPYC 9004; Document ID 58016 Rev 1.0 (2023-06-13).
Kubernetes Container Tuning Guide for AMD EPYC 8004 Series Processors (58309),https://docs.amd.com/v/u/en-US/58309_amd-epyc-8004-tg-containers-on-kubernetes,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Kubernetes container tuning for EPYC 8004; Document ID 58309 Rev 1.0 (2023-10-03)."
Kubernetes Container Tuning Guide for AMD EPYC 8005 Series Processors (72132),https://docs.amd.com/v/u/en-US/72132-kubernetes-container-tuning-guide-amd-epyc-8005,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Kubernetes container tuning for EPYC 8005; Document ID 72132 Rev 1.0 English (2026-05-19)."
Kubernetes Containers Tuning Guide for AMD EPYC 9004 Series Processors (58008),https://docs.amd.com/v/u/en-US/58008-epyc-9004-tg-containers-on-kubernetes,AMD,tuning,1P/2P,Kubernetes container tuning for EPYC 9004; Document ID 58008 Rev 1.0 (2023-06-13).
Linux Network Tuning Guide for AMD EPYC 7001 Series Processors (56224),https://docs.amd.com/v/u/en-US/2018-amd-epyc-7001-tg-linux-network-56224_1_10,AMD,tuning,1P/2P,Linux network tuning for EPYC 7001; Document ID 56224 Rev 1.1 (2018-05-01).
Linux Network Tuning Guide for AMD EPYC 7002 Series Processor Based Servers (56739),https://docs.amd.com/v/u/en-US/2019-amd-epyc-7002-tg-linux-network-56739,AMD,tuning,1P/2P,Linux network tuning for EPYC 7002 servers; Document ID 56739 Rev 1.0 (2019-10-01).
Linux Network Tuning Guide for AMD EPYC 7003 Series Processors (70576),https://docs.amd.com/v/u/en-US/linux-network-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,Linux network tuning for EPYC 7003; Document ID 70576 Rev 1.0 (2022-03-21).
Linux Network Tuning Guide for AMD EPYC 8004 Series Processors (58315),https://docs.amd.com/v/u/en-US/58315_amd-epyc-8004-tg-linux-network,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Linux network tuning for EPYC 8004; Document ID 58315 Rev 1.0 (2024-02-20)."
Linux Network Tuning Guide for AMD EPYC 8005 Series Processors (72129),https://docs.amd.com/v/u/en-US/72129-linux-network-tuning-guide-amd-epyc-8005,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Linux network tuning for EPYC 8005; Document ID 72129 Rev 1.0 English (2026-05-19)."
Linux Network Tuning Guide for AMD EPYC 9004 Series Processors (58012),https://docs.amd.com/v/u/en-US/58012-epyc-9004-tg-linux-network,AMD,tuning,1P/2P,Linux network tuning for EPYC 9004; Document ID 58012 Rev 1.0 (2024-02-20).
Microsoft Azure Virtual Machines (VMs) Powered by AMD EPYC Processors (70562),https://docs.amd.com/v/u/en-US/amd-epyc-9004-tg-azure,AMD,tuning,1P/2P,Azure VM tuning/guide for EPYC-powered instances; Document ID 70562 Rev 1.0 (2024-11-07).
Microsoft SQL Server Tuning Guide for AMD EPYC 7003 Series Processors (70577),https://docs.amd.com/v/u/en-US/microsoft-sql-server-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,SQL Server tuning for EPYC 7003; Document ID 70577 Rev 1.0 (2022-03-21).
Microsoft SQL Server Tuning Guide for AMD EPYC 9004 Series Processors (58007),https://docs.amd.com/v/u/en-US/58007-epyc-9004-tg-mssql-server,AMD,tuning,1P/2P,SQL Server tuning for EPYC 9004; Document ID 58007 Rev 1.0 (2024-06-06).
Microsoft Windows 2016 Mellanox 100GbE NIC Tuning Guide (56288),https://docs.amd.com/v/u/en-US/2017-amd-epyc-7001-tg-windows-mellanox-100gbe-56288,AMD,tuning,1P/2P,2017 Windows Server 2016 + Mellanox 100GbE NIC tuning for EPYC 7001; Document ID 56288 Rev 1.0 (2018-06-01).
Microsoft Windows Network Tuning Guide for AMD EPYC 8004 Series Processors (58316),https://docs.amd.com/v/u/en-US/58316_amd-epyc-9004-tg-windows-network,AMD,tuning,1P,Windows network tuning for EPYC 8004 (hub slug says 9004 but title/doc are 8004); Document ID 58316 Rev 1.0 (2023-09-18).
Microsoft Windows Network Tuning Guide for AMD EPYC 8005 Series Processors (72136),https://docs.amd.com/v/u/en-US/72136-microsoft-windows-network-tuning-guide-amd-epyc-8005,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Windows network tuning for EPYC 8005; Document ID 72136 Rev 1.0 English (2026-05-19)."
Microsoft Windows Network Tuning Guide for AMD EPYC 9004 Series Processors (57998),https://docs.amd.com/v/u/en-US/57998-epyc-9004-tg-windows-network,AMD,tuning,1P/2P,Windows network tuning for EPYC 9004; Document ID 57998 Rev 1.3 (2023-06-13).
Microsoft Windows Server Tuning Guide for AMD EPYC 7003 Series Processors (70578),https://docs.amd.com/v/u/en-US/microsoft-windows-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,Windows Server tuning for EPYC 7003; Document ID 70578 Rev 1.0 (2022-03-21).
Microsoft Windows Server Tuning Guide for AMD EPYC 8004 Series Processors (58317),https://docs.amd.com/v/u/en-US/58317_amd-epyc-8004-tg-windows-server,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Windows Server tuning for EPYC 8004; Document ID 58317 Rev 1.0 (2023-09-18)."
Microsoft Windows Server Tuning Guide for AMD EPYC 8005 Series Processors (72134),https://docs.amd.com/v/u/en-US/72134-microsoft-windows-server-tuning-guide-amd-epyc-8005,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Windows Server tuning for EPYC 8005; Document ID 72134 Rev 1.0 English (2026-05-19)."
Microsoft Windows Server Tuning Guide for AMD EPYC 9004 Series Processors (57994),https://docs.amd.com/v/u/en-US/57994-epyc-9004-tg-windows-server,AMD,tuning,1P/2P,Windows Server tuning for EPYC 9004; Document ID 57994 Rev 1.0 (2023-06-13).
Microsoft Windows Tuning Guide for AMD EPYC 7002 Series Processors (56782),https://docs.amd.com/v/u/en-US/2019-amd-epyc-7002-tg-windows-server-56782_1_0,AMD,tuning,1P/2P,Microsoft Windows tuning for EPYC 7002; Document ID 56782 Rev 1.0 (2019-11-01).
Mongo DB Tuning Guide for AMD EPYC 7003 Series Processors (70579),https://docs.amd.com/v/u/en-US/mongo-db-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,MongoDB tuning for EPYC 7003; Document ID 70579 Rev 1.0 (2022-03-21).
MongoDB Tuning Guide for AMD EPYC 9004 Series Processors (58014),https://docs.amd.com/v/u/en-US/58014-epyc-9004-tg-mongo-db,AMD,tuning,1P/2P,MongoDB tuning for EPYC 9004; Document ID 58014 Rev 1.0 (2023-06-13).
NGINX Tuning Guide for AMD EPYC 7002 Series Processors (70560),https://docs.amd.com/v/u/en-US/amd-epyc-7002-tg-nginx,AMD,tuning,1P/2P,NGINX tuning for EPYC 7002; Document ID 70560 Rev 1.0 (2020-11-01).
NGINX Tuning Guide for AMD EPYC 7003 Series Processors (57891),https://docs.amd.com/v/u/en-US/amd-epyc-7003-tg-nginx-57891,AMD,tuning,1P/2P,NGINX tuning for EPYC 7003; Document ID 57891 Rev 1.0 (2022-03-21).
