connector,pad,v10_signal,class,oam0_net,oam1_net,oam2_net,oam3_net,oam4_net,oam5_net,oam6_net,oam7_net,wired_on_all_8,notes
Conn0,L11,S1_TX4P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,A12,S1_RX10N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,B12,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,C12,S1_RX11N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,D12,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,E12,S1_RX4N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,F12,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,G12,S1_TX10N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,H12,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,J12,S1_TX11N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,K12,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,L12,S1_TX4N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,A13,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,B13,S1_RX9P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,C13,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,D13,S1_RX3P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,E13,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,F13,MODULE_ID[1],ocp_sideband,OAM0_MODULE_ID[1],OAM1_MODULE_ID[1],OAM2_MODULE_ID[1],OAM3_MODULE_ID[1],OAM4_MODULE_ID[1],OAM5_MODULE_ID[1],OAM6_MODULE_ID[1],OAM7_MODULE_ID[1],yes,
Conn0,G13,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,H13,S1_TX9P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,J13,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,K13,S1_TX3P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,L13,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,A14,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,B14,S1_RX9N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,C14,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,D14,S1_RX3N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,E14,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,F14,MODULE_ID[0],ocp_sideband,OAM0_MODULE_ID[0],OAM1_MODULE_ID[0],OAM2_MODULE_ID[0],OAM3_MODULE_ID[0],OAM4_MODULE_ID[0],OAM5_MODULE_ID[0],OAM6_MODULE_ID[0],OAM7_MODULE_ID[0],yes,
Conn0,G14,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,H14,S1_TX9N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,J14,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,K14,S1_TX3N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,L14,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,A15,S1_RX8P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,B15,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,C15,S1_RX1P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,D15,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,E15,S1_RX2P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,F15,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,G15,S1_TX8P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,H15,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,J15,S1_TX1P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,K15,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,L15,S1_TX2P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,A16,S1_RX8N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,B16,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,C16,S1_RX1N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,D16,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,E16,S1_RX2N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,F16,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,G16,S1_TX8N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,H16,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,J16,S1_TX1N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,K16,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,L16,S1_TX2N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,A17,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,B17,S2_RX15P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,C17,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,D17,S1_RX0P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,E17,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,F17,JTAG0 _TDI,mgmt_stub,OAM0_JTAG0_TDI,OAM1_JTAG0_TDI,OAM2_JTAG0_TDI,OAM3_JTAG0_TDI,OAM4_JTAG0_TDI,OAM5_JTAG0_TDI,OAM6_JTAG0_TDI,OAM7_JTAG0_TDI,yes,
Conn0,G17,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,H17,S2_TX15P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,J17,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,K17,S1_TX0P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,L17,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,A18,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,B18,S2_RX15N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,C18,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,D18,S1_RX0N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,E18,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,F18,JTAG0_TMS,mgmt_stub,OAM0_JTAG0_TMS,OAM1_JTAG0_TMS,OAM2_JTAG0_TMS,OAM3_JTAG0_TMS,OAM4_JTAG0_TMS,OAM5_JTAG0_TMS,OAM6_JTAG0_TMS,OAM7_JTAG0_TMS,yes,
Conn0,G18,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,H18,S2_TX15N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,J18,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,K18,S1_TX0N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,L18,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,A19,S2_RX13P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,B19,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,C19,S2_RX14P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,D19,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,E19,S2_RX7P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,F19,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,G19,S2_TX13P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,H19,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,J19,S2_TX14P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,K19,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,L19,S2_TX7P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,A20,S2_RX13N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,B20,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,C20,S2_RX14N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,D20,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,E20,S2_RX7N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,F20,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,G20,S2_TX13N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,H20,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,J20,S2_TX14N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,K20,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,L20,S2_TX7N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,A21,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,B21,S2_RX12P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,C21,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,D21,S2_RX6P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,E21,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,F21,JTAG0_TCK,mgmt_stub,OAM0_JTAG0_TCK,OAM1_JTAG0_TCK,OAM2_JTAG0_TCK,OAM3_JTAG0_TCK,OAM4_JTAG0_TCK,OAM5_JTAG0_TCK,OAM6_JTAG0_TCK,OAM7_JTAG0_TCK,yes,
Conn0,G21,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,H21,S2_TX12P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,J21,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,K21,S2_TX6P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,L21,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,A22,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,B22,S2_RX12N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,C22,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
